0.93	3.02
0.74	2.75
0.62	2.23
0.82	3.1
0.63	2.26
0.08	0.78
1.19	3.43
1.13	3.78
0.03	0.64
0.01	0.59
0.94	2.9
1.16	3.71
0.49	2
1.02	3.27
0.38	1.6
0.35	1.51
0.65	2.23
0.47	1.91
0.54	1.88
0.53	2.01
0.75	2.49
0.6	2.35
0.62	2.13
1.1	3.72
0.74	2.46
0.47	1.89
0.81	2.7
0.4	1.73
0.12	0.68
1	3.1
0.21	1.01
0.87	2.96
0.01	0.45
1.09	3.45
0.01	0.49
0.94	3.08
0.54	1.99
1.08	3.72
0.76	2.84
0.93	3.28
0.18	1.09
0.2	1.11
0.69	2.42
0.29	1.22
0.41	1.58
1.2	4.02
0.36	1.59
0.29	1.39
0.56	2.18
1.17	3.99
0.55	2.06
0.4	1.75
0.41	1.72
0.66	2.31
0.59	2.09
0.62	2.51
0.28	1.21
1.03	3.7
0.81	2.97
0.38	1.71
0.26	1.19
0.88	3.16
0.04	0.53
0.96	3.48
0.7	2.75
0.98	3.72
0.49	1.98
0.69	2.69
0.93	3.53
