0.31	2
0.67	3.55
0.97	11.32
0.93	10.47
1.19	13.4
0.74	4.76
0.82	9.86
1.15	9.19
0.9	8.69
0.94	9.44
0.83	5.85
0.74	6.11
0.94	8.2
0.88	6.41
0.82	9.6
0.95	9.59
0.67	4.27
0.92	10.15
0.67	6.81
1.1	8.02
0.75	7.33
0.73	8.59
0.88	10.96
0.89	8.33
0.77	4.88
0.91	7.19
0.92	5.82
0.95	10.03
0.82	5.27
0.93	12.18
0.8	6.43
1.2	7.34
0.92	9.52
0.74	5.38
0.76	7.12
0.91	8.63
0.84	9.86
0.83	4.45
0.78	8.01
0.97	9.83
0.74	4.58
1.03	9.92
0.99	7.9
0.93	5.83
0.88	9.29
0.86	11.67
0.78	6.64
0.82	6.47
0.77	5.92
1.03	12.1
0.78	5.81
0.93	8.57
0.81	4.88
0.74	10.38
1.08	12.41
0.9	3.62
1.12	8.08
0.92	7.18
0.82	5.09
0.9	9.98
0.77	11.02
0.78	5.42
0.94	8.02
0.72	4.71
1.07	9.43
0.77	6.11
0.98	7.35
0.95	9.62
0.97	8.82
0.7	4.72
0.75	5.21
1.08	13.22
0.9	7.08
0.71	4.38
0.66	6.04
0.81	11.96
0.81	8.2
0.97	9.09
0.83	5.05
0.94	5.6
0.77	4.41
1.09	10.51
0.8	7.28
0.87	14.83
0.71	4.61
0.79	5.78
0.82	6.23
0.97	8.06
0.87	5.3
0.65	5
0.95	6.48
0.91	14.38
0.66	4.55
0.75	5.19
1.22	12.48
0.8	5.37
0.96	6.42
0.79	6.74
0.82	10.31
0.81	5.8
1.06	10.93
0.92	7.7
0.96	5.85
0.79	6.67
0.97	8.23
0.69	10.24
1	8.41
0.96	7.52
0.84	5.15
0.69	4.41
0.93	8.03
0.93	7.71
0.87	9.04
0.78	6.91
1.12	8.85
0.94	7.71
0.79	5.24
0.78	6.56
0.78	6
1.02	8.39
0.97	11.35
0.68	2.96
0.74	4.25
1.21	11.87
0.62	3.24
0.79	4.9
1.36	12.28
0.75	6.79
0.71	4.6
1.15	12.4
0.66	3.79
0.63	3.93
1.09	13.52
0.74	5.21
0.94	6.78
1	10.26
0.86	7.52
0.91	8.02
0.95	5.65
0.86	6.07
0.68	4.42
0.81	6.51
0.91	8.29
0.79	6.81
0.7	9.38
0.81	8.86
0.73	6.85
